Prioridad,Orden prelación,Sector,OPMI,Código Único,Código Idea,Tipo inversión,Nombre de inversión,Función,Programa,SubPrograma,Costo actualizado (S/),Devengado acumulado (S/) (al 31 dic. 2025),PIM 2026 (S/),Monto Año 2026 (S/),Monto Año 2027 (S/),Monto Año 2028 (S/),Monto Año 2029 (S/),ARCHIVO_ORIGEN,UBIGEO_DESDE_NOMBRE,UBIGEO_VALIDADO_PMI,UBIGEO_FINAL_VALIDADO,PMI_ENCONTRADO,COINCIDE_NOMBRE_PMI,METODO_EXTRACCION_UBIGEO,CONFIANZA_UBIGEO,ESTADO_UBIGEO,UBIGEOS_CANDIDATOS,OBSERVACION_UBIGEO
581.0,B3,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2484744.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LOS
SECTORES DE TANDARCOCHA, MOLLEBAMBA, AYLLUPACHICTE, CARHUACALLA, PUMATAMBO,
CCOYPA, AYUSBAMBA, HUILLKAQUI, CCOLQUEUCRO, MISKABAMBA, HUAROBAMBA, PIRCCA,
NAYHUA, URBIS Y KARUSPAMPA DEL  DISTRITO DE PACCARITAMBO - PROVINCIA DE PARURO - DEPARTAMENTO DE CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,33206958,1073293,185526,408284.0,19035229.0,12615152.0,483284.77,Cartera_260824-123814.xlsx,081007,,081007,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,081007,Coincidencia exacta y única por nombre
582.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2259084.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO COPA GRANDE , DISTRITO DE MARCARA - CARHUAZ - ANCASH",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4305905,22868,0,0.0,308756.0,954662.0,1240702.0,Cartera_260824-123814.xlsx,020606,,020606,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,020606,Coincidencia exacta y única por nombre
583.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2485581.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE MOCAPE DEL DISTRITO DE OLMOS - PROVINCIA DE LAMBAYEQUE - DEPARTAMENTO DE LAMBAYEQUE,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,14313289,282141,10000,302397.0,150000.0,650000.0,1214654.0,Cartera_260824-123814.xlsx,140308,,140308,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,140308,Coincidencia exacta y única por nombre
584.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2538775.0,,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE SIWIN DEL DISTRITO DE ANDOAS - PROVINCIA DE DATEM DEL MARAÑON - DEPARTAMENTO DE LORETO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6573861,461606,48062,48062.0,1150000.0,1200000.0,1500000.0,Cartera_260824-123814.xlsx,160706,,160706,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160706,Coincidencia exacta y única por nombre
585.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2282514.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE SAN ISIDRO, DISTRITO DE JOSE SABOGAL - SAN MARCOS - CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,17106745,47988,20000,20000.0,150000.0,1200000.0,1500000.0,Cartera_260824-123814.xlsx,061007,,061007,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,061007,Coincidencia exacta y única por nombre
586.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2487140.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERÍO PASAJE NORTE Y PIEDRA MORA DEL DISTRITO DE OLMOS - PROVINCIA DE LAMBAYEQUE - DEPARTAMENTO DE LAMBAYEQUE,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,8055385,14972,376288,407511.0,150000.0,650000.0,1592228.0,Cartera_260824-123814.xlsx,140308,,140308,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,140308,Coincidencia exacta y única por nombre
587.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2489984.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERÍO FICUAR DEL DISTRITO DE OLMOS - PROVINCIA DE LAMBAYEQUE - DEPARTAMENTO DE LAMBAYEQUE,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5626194,14972,410285,429411.0,150000.0,650000.0,1214654.0,Cartera_260824-123814.xlsx,140308,,140308,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,140308,Coincidencia exacta y única por nombre
588.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2472143.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERÍO CALERA SANTA ISABEL DEL DISTRITO DE OLMOS - PROVINCIA DE LAMBAYEQUE - DEPARTAMENTO DE LAMBAYEQUE,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3232622,9620,0,0.0,150000.0,650000.0,1214654.0,Cartera_260824-123814.xlsx,140308,,140308,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,140308,Coincidencia exacta y única por nombre
589.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2484063.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERÍO PASABAR ASERRADERO DEL DISTRITO DE OLMOS - PROVINCIA DE LAMBAYEQUE - DEPARTAMENTO DE LAMBAYEQUE,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3657412,12742,0,0.0,150000.0,650000.0,1214654.0,Cartera_260824-123814.xlsx,140308,,140308,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,140308,Coincidencia exacta y única por nombre
590.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2472182.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERÍO HUALTACAL CORAZON DE JESUS DEL DISTRITO DE OLMOS - PROVINCIA DE LAMBAYEQUE - DEPARTAMENTO DE LAMBAYEQUE,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3208291,9549,10000,231594.0,150000.0,650000.0,1200000.0,Cartera_260824-123814.xlsx,140308,,140308,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,140308,Coincidencia exacta y única por nombre
591.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2487034.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERÍO OBERASAL DEL DISTRITO DE OLMOS - PROVINCIA DE LAMBAYEQUE - DEPARTAMENTO DE LAMBAYEQUE,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,2749912,358136,0,0.0,150000.0,650000.0,916956.0,Cartera_260824-123814.xlsx,140308,,140308,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,140308,Coincidencia exacta y única por nombre
592.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2662599.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CENTRO POBLADO DE ESCCANA  DISTRITO DE CHILCAS - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO,SANEAMIENTO,SANEAMIENTO RURAL,SANEAMIENTO,3886125,15000,2331675,2331675.0,1539450.0,0.0,0.0,Cartera_260824-123814.xlsx,050504,,050504,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,050504,Coincidencia exacta y única por nombre
593.0,D,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2412676.0,,PROYECTO DE INVERSION,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA PACHACUTEC DEL DISTRITO DE VENTANILLA - PROVINCIA CONSTITUCIONAL DEL CALLAO - DEPARTAMENTO DE CALLAO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,253683516,8130047,186313,235398.0,4395979.12,38870347.75,31869188.31,Cartera_260824-123814.xlsx,070106,,070106,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,070106,Coincidencia exacta y única por nombre
594.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2284052.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE SANEAMIENTO DEL CENTRO POBLADO RURAL YACUSISA , DISTRITO DE ALTO SAPOSOA - HUALLAGA - SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6082582,43819,152118,152118.0,510000.0,1775316.0,3436468.0,Cartera_260824-123814.xlsx,220402,,220402,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220402,Coincidencia exacta y única por nombre
595.0,B3,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2330178.0,,PROYECTO DE INVERSION,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO FRONTERA LOS PALOS, DISTRITO DE LA YARADA LOS PALOS, PROVINCIA DE TACNA - TACNA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,8434185,293642,7000,439200.0,250000.0,3663244.0,4227298.97,Cartera_260824-123814.xlsx,230111,,230111,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,230111,Coincidencia exacta y única por nombre
596.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2525415.0,,PROYECTO DE INVERSION,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA ÑAÑA DEL DISTRITO DE LURIGANCHO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,139104247,6429424,404747,665207.0,3562958.0,4526358.0,7852695.0,Cartera_260824-123814.xlsx,150118,,150118,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,150118,Coincidencia exacta y única por nombre
597.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2507567.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SANEAMIENTO BASICO   Y ALCANTARILLADO DEL CENTRO POBLADO DE VILLA SALVACION DEL DISTRITO DE MANU - PROVINCIA DE MANU - DEPARTAMENTO DE MADRE DE DIOS,SANEAMIENTO,SANEAMIENTO URBANO,SANEAMIENTO,17378432,1066791,1336888,2400000.0,4000000.0,3000000.0,3100000.0,Cartera_260824-123814.xlsx,170201,,170201,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,170201,Coincidencia exacta y única por nombre
598.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2517538.0,,PROYECTO DE INVERSION,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL ESQUEMA VÍCTOR RAÚL HAYA DE LA TORRE DEL DISTRITO DE SAN MARTIN DE PORRES - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,17356058,654227,0,0.0,650325.0,850326.0,2125695.0,Cartera_260824-123814.xlsx,150135,,150135,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,150135,Coincidencia exacta y única por nombre
599.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2504554.0,,PROYECTO DE INVERSION,"AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LOS SECTORES 176,177 Y 178 DEL  DISTRITO DE ATE - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,87423485,5951222,1471219,1471219.0,5000000.0,10000000.0,30000000.0,Cartera_260824-123814.xlsx,150103,,150103,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,150103,Coincidencia exacta y única por nombre
600.0,B3,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2281282.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO RURAL DE CAYENA, DISTRITO DE JUANJUI , PROVINCIA DE MARISCAL CACERES - SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5950464,55619,0,180000.0,200000.0,5473144.4,180000.0,Cartera_260824-123814.xlsx,220601,,220601,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220601,Coincidencia exacta y única por nombre
601.0,C,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2389079.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LOS DISTRITOS DE ATE Y SANTA ANITA DE LA  PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,1816771573,26773837,2582668,45212023.0,95259046.0,88485608.0,45879410.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - LIMA)
602.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2301617.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE SANEAMIENTO DEL CENTRO POBLADO RURAL EL DORADO, DISTRITO SAPOSOA , PROVINCIA DE HUALLAGA - SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,7937796,50194,133543,133543.0,1106200.0,6009868.0,384201.0,Cartera_260824-123814.xlsx,,220401,220401,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: SAPOSOA"
603.0,B3,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2337555.0,,PROYECTO DE INVERSION,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO NUEVO COPARE, DISTRITO DE LA YARADA LOS PALOS, PROVINCIA DE TACNA - TACNA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,16279821,136742,680000,538200.0,300000.0,7022196.0,8220883.49,Cartera_260824-123814.xlsx,230111,,230111,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,230111,Coincidencia exacta y única por nombre
604.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235518.0,,PROYECTO DE INVERSION,"AMPLIACIÓN Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE SANEAMIENTO EN LA LOCALIDAD DE CASARANA, DISTRITO DE LA ARENA - PIURA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3312978,54315,20000,20000.0,200000.0,500000.0,1000000.0,Cartera_260824-123814.xlsx,200109,,200109,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200109,Coincidencia exacta y única por nombre
605.0,B2,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2269613.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO DEL CENTRO POBLADO DE HUALCHANCCA , DISTRITO DE LOS MOROCHUCOS - CANGALLO - AYACUCHO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,8198811,285768,2120280,2120280.0,3198424.0,2594339.0,0.0,Cartera_260824-123814.xlsx,050203,,050203,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,050203,Coincidencia exacta y única por nombre
606.0,B2,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2202169.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION DE EXCRETAS DE LA LOCALIDAD PROGRESO , DISTRITO DE LA BANDA DE SHILCAYO - SAN MARTIN - SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6000961,315525,904984,904984.0,163955.57,4455041.39,0.0,Cartera_260824-123814.xlsx,220909,,220909,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220909,Coincidencia exacta y única por nombre
607.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2305053.0,,PROYECTO DE INVERSION,"AMPLIACIÓN Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO SAN MATEO DE MOLLEPATA, DISTRITO DE BAMBAMARCA- BOLÍVAR - LA LIBERTAD",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3449189,50201,126459,944715.0,2171459.0,100000.0,182814.0,Cartera_260824-123814.xlsx,,130302,130302,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito BAMBAMARCA- BOLIVAR no encontrado en GPKG | Validado por PMI: BAMBAMARCA
608.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2264617.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BÁSICO DE LA COMUNIDAD NATIVA DE DULCE GLORIA- DISTRITO DE YURUA, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6489899,142010,63982,639824.0,1563258.0,1256985.0,1236950.0,Cartera_260824-123814.xlsx,250204,,250204,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,250204,Coincidencia exacta y única por nombre
609.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2252833.0,,PROYECTO DE INVERSION,"INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y SANEAMIENTO PARA EL CENTRO POBLADO DE NUEVA UNION , DISTRITO DE LAGUNAS - ALTO AMAZONAS - LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,7160399,24740,0,0.0,195452.0,781806.0,1172709.0,Cartera_260824-123814.xlsx,,160206,160206,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"140107, 160206, 200204",Distrito LAGUNAS es ambiguo y no se extrajo provincia | Validado por PMI: LAGUNAS
610.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2262010.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO DE LA LOCALIDAD DE PABUR VIEJO , DISTRITO DE LA MATANZA - MORROPON - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4572551,93248,277688,2271456.0,1456395.0,1236958.0,798576.0,Cartera_260824-123814.xlsx,200404,,200404,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200404,Coincidencia exacta y única por nombre
611.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2301618.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE SANEAMIENTO DEL CENTRO POBLADO RURAL SARGENTO LORES DE BALSAYACU , DISTRITO DE POLVORA - TOCACHE - SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5625104,60819,20000,20000.0,1132625.0,3977480.0,273207.0,Cartera_260824-123814.xlsx,221003,,221003,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,221003,Coincidencia exacta y única por nombre
612.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2257235.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE CUNGUSH , DISTRITO DE CURGOS - SANCHEZ CARRION - LA LIBERTAD",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6116185,50135,133504,133504.0,500000.0,1000000.0,1500000.0,Cartera_260824-123814.xlsx,130904,,130904,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,130904,Coincidencia exacta y única por nombre
613.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2201832.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DEL SISTEMA DE SANEAMIENTO BASICO DE LA LOCALIDAD DE CARAMPAYOG , DISTRITO DE SAN RAFAEL - AMBO - HUANUCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,8203531,256809,2096499,1730243.0,6826677.13,0.0,0.0,Cartera_260824-123814.xlsx,,100207,100207,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"220206, 100207",Distrito SAN RAFAEL es ambiguo y no se extrajo provincia | Validado por PMI: SAN RAFAEL
614.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2272590.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO EN LA LOCALIDAD DE VELASQUEZ , DISTRITO DE LA LIBERTAD DE PALLAN - CELENDIN - CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5307428,26324,117377,117377.0,150000.0,640617.0,1592228.0,Cartera_260824-123814.xlsx,060312,,060312,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060312,Coincidencia exacta y única por nombre
615.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2280501.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE PAMPA ALEGRE , DISTRITO DE JOSE SABOGAL - SAN MARCOS - CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6446042,42813,20000,20000.0,170000.0,12000.0,3200000.0,Cartera_260824-123814.xlsx,061007,,061007,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,061007,Coincidencia exacta y única por nombre
