Prioridad,Orden prelación,Sector,OPMI,Código Único,Código Idea,Tipo inversión,Nombre de inversión,Función,Programa,SubPrograma,Costo actualizado (S/),Devengado acumulado (S/) (al 31 dic. 2025),PIM 2026 (S/),Monto Año 2026 (S/),Monto Año 2027 (S/),Monto Año 2028 (S/),Monto Año 2029 (S/),ARCHIVO_ORIGEN,UBIGEO_DESDE_NOMBRE,UBIGEO_VALIDADO_PMI,UBIGEO_FINAL_VALIDADO,PMI_ENCONTRADO,COINCIDE_NOMBRE_PMI,METODO_EXTRACCION_UBIGEO,CONFIANZA_UBIGEO,ESTADO_UBIGEO,UBIGEOS_CANDIDATOS,OBSERVACION_UBIGEO
731.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2307916.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE LA LOCALIDAD DE PUERTO MIGUEL , DISTRITO DE FERNANDO LORES - MAYNAS - LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3708246,53848,0,0.0,250000.0,1096319.0,2308079.0,Cartera_260824-123814.xlsx,160103,,160103,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160103,Coincidencia exacta y única por nombre
732.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2263629.0,,PROYECTO DE INVERSION,"INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y SANEAMIENTO PARA EL CENTRO POBLADO DE SAN MIGUEL DE CACAO, DISTRITO DE RAMON CASTILLA , PROVINCIA DE MARISCAL RAMON CASTILLA - LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4985315,16752,0,238200.0,100000.0,1419109.0,3211254.0,Cartera_260824-123814.xlsx,160401,,160401,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160401,Coincidencia exacta y única por nombre
733.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2253228.0,,PROYECTO DE INVERSION,"AMPLIACIÓN Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y CREACIÓN DEL SERVICIO DE SANEAMIENTO EN LA LOCALIDAD PALO BLANCO, DISTRITO DE CHULUCANAS, PROVINCIA DE MORROPÓN, DEPARTAMENTO DE PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4376168,18495,0,0.0,230000.0,1089418.0,3038255.0,Cartera_260824-123814.xlsx,200401,,200401,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200401,Coincidencia exacta y única por nombre
734.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2307918.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE LA LOCALIDAD DE BELLO HORIZONTE , DISTRITO DE MAZAN - MAYNAS - LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4194174,1350,0,0.0,250000.0,1257847.0,2684977.0,Cartera_260824-123814.xlsx,160106,,160106,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160106,Coincidencia exacta y única por nombre
735.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235566.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO SAN PEDRO DE SHAURIATO, DISTRITO DE PICHANAQUI - CHANCHAMAYO - JUNIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5690440,38837,9000,300000.0,1966661.0,1759635.0,1348120.0,Cartera_260824-123814.xlsx,120303,,120303,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120303,Coincidencia exacta y única por nombre
736.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2263617.0,,PROYECTO DE INVERSION,"INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE APINIHUA, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3240023,5666,90000,90000.0,250000.0,2836710.0,65190.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
737.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2278984.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO UNION SANTA ROSA , DISTRITO DE PICHANAQUI - CHANCHAMAYO - JUNIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5018946,36598,3000,228000.0,1250365.0,1625365.0,1620221.0,Cartera_260824-123814.xlsx,120303,,120303,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120303,Coincidencia exacta y única por nombre
738.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2251140.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO DEL CENTRO POBLADO LA PENITA , DISTRITO DE LANCONES - SULLANA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5717090,165333,0,564859.0,0.0,4986898.0,0.0,Cartera_260824-123814.xlsx,200604,,200604,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200604,Coincidencia exacta y única por nombre
739.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235727.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DE DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO DE SANTA ROSA DE ALTO ZOTANI DISTRITO DE PERENE- CHANCHAMAYO - JUNIN,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6201973,54834,30000,1783365.0,568525.0,1782340.0,1752070.0,Cartera_260824-123814.xlsx,,120302,120302,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito PERENE- CHANCHAMAYO no encontrado en GPKG | Validado por PMI: PERENE
740.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2269363.0,,PROYECTO DE INVERSION,"INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y SANEAMIENTO PARA EL CENTRO POBLADO DE PUERTO ALEGRE, DISTRITO DE RAMON CASTILLA , PROVINCIA DE MARISCAL RAMON CASTILLA - LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4919565,33213,0,0.0,250000.0,1465906.0,3170446.0,Cartera_260824-123814.xlsx,160401,,160401,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160401,Coincidencia exacta y única por nombre
741.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2251083.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE CENTRO SAN PEDRO , DISTRITO DE FRIAS - AYABACA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5073799,45175,20000,1757806.0,1500000.0,1000000.0,538323.0,Cartera_260824-123814.xlsx,200202,,200202,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200202,Coincidencia exacta y única por nombre
742.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2259193.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CENTRO POBLADO PABLOYACU, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4524465,59453,20000,20000.0,1737976.0,2268774.0,215064.0,Cartera_260824-123814.xlsx,220101,,220101,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220101,Coincidencia exacta y única por nombre
743.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2264070.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO PASHAGON, DISTRITO DE HUAMACHUCO , PROVINCIA DE SANCHEZ CARRION - LA LIBERTAD",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4888237,46448,131006,131006.0,1942025.0,2286399.0,231889.0,Cartera_260824-123814.xlsx,130901,,130901,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,130901,Coincidencia exacta y única por nombre
744.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2412106.0,114.0,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE PAMPA CAÑO DEL DISTRITO DE NAUTA - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4432043,353059,54319,54319.0,985623.0,479868.0,0.0,Cartera_260824-123814.xlsx,160301,,160301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160301,Coincidencia exacta y única por nombre
745.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2260547.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE LA LOCALIDAD DE SARGENTO LORES , DISTRITO DE NAPO - MAYNAS - LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4195852,79749,0,0.0,250000.0,1234831.0,2631272.0,Cartera_260824-123814.xlsx,160107,,160107,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160107,Coincidencia exacta y única por nombre
746.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2301343.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DE LOS SERVICIOS DE DISPOSICION SANITARIA DE EXCRETAS, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN EL CENTRO POBLADO DE PORTILLO ALTO , DISTRITO DE RIO NEGRO - SATIPO - JUNIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4977977,22625,0,0.0,250000.0,4556852.0,148500.0,Cartera_260824-123814.xlsx,120607,,120607,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120607,Coincidencia exacta y única por nombre
747.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235568.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO RIO COLORADO , DISTRITO DE PICHANAQUI - CHANCHAMAYO - JUNIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3112149,27226,167150,422998.0,822646.0,967939.0,985654.0,Cartera_260824-123814.xlsx,120303,,120303,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120303,Coincidencia exacta y única por nombre
748.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2412113.0,341.0,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE SOLTERITOS DEL DISTRITO DE NAUTA - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4813186,357548,55186,55186.0,807497.0,538331.33,0.0,Cartera_260824-123814.xlsx,160301,,160301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160301,Coincidencia exacta y única por nombre
749.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2280629.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE SAPANI, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3784771,55810,116901,580285.0,318526.0,1363351.0,1174630.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
750.0,B3,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2301609.0,,PROYECTO DE INVERSION,"INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE QUEMPOREQUISHI, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3705622,76071,2701609,78000.0,436899.0,633504.0,1114094.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
751.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235729.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO BAJO VILLA VICTORIA EN EL DISTRITO DE RIO NEGRO, PROVINCIA DE SATIPO, REGION JUNIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5122148,39091,0,0.0,3010246.0,1931830.0,140981.0,Cartera_260824-123814.xlsx,120607,,120607,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120607,Coincidencia exacta y única por nombre
752.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235603.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE SAN DIEGO , DISTRITO DE FRIAS - AYABACA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3360185,50887,20000,20000.0,1064523.0,1829947.0,156072.0,Cartera_260824-123814.xlsx,200202,,200202,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200202,Coincidencia exacta y única por nombre
753.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2200346.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE TZAVENTENI, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA - UCAYALI",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,2357668,13578,90000,90000.0,451564.0,1806256.0,0.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
754.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2256728.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CENTRO POBLADO LA LIBERTAD, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3751780,58391,20000,20000.0,323471.0,1944969.0,1176149.0,Cartera_260824-123814.xlsx,220101,,220101,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220101,Coincidencia exacta y única por nombre
755.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2202925.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE EL HUILCO , DISTRITO DE AYABACA - AYABACA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5861113,45887,130627,130627.0,1501777.0,3669757.0,281478.0,Cartera_260824-123814.xlsx,200201,,200201,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200201,Coincidencia exacta y única por nombre
756.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2412109.0,93.0,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE NUEVO MIRAFLORES DEL DISTRITO DE NAUTA - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,1675870,330891,54295,54295.0,1290684.0,0.0,0.0,Cartera_260824-123814.xlsx,160301,,160301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160301,Coincidencia exacta y única por nombre
757.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2412104.0,115.0,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE ALIANZA DEL DISTRITO DE NAUTA - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4359115,337035,54167,54167.0,985623.0,1426985.0,1555305.0,Cartera_260824-123814.xlsx,160301,,160301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160301,Coincidencia exacta y única por nombre
758.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2303342.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO DE SAN MIGUEL DE MINIARO , DISTRITO DE PANGOA - SATIPO - JUNIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4862662,18247,0,0.0,230000.0,1211104.0,3403311.0,Cartera_260824-123814.xlsx,120606,,120606,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120606,Coincidencia exacta y única por nombre
759.0,B2,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2279974.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE TAZAJERAS , DISTRITO DE PACAIPAMPA - AYABACA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3577721,97336,991582,622931.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,200206,,200206,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200206,Coincidencia exacta y única por nombre
759.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2200345.0,,PROYECTO DE INVERSION,"INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE PITZA, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,1643445,26304,0,0.0,310248.0,859842.0,447051.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
760.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235723.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO SANTA TERESITA , DISTRITO DE PANGOA - SATIPO - JUNIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4486009,50666,20000,20000.0,482095.0,1270488.0,2411712.0,Cartera_260824-123814.xlsx,120606,,120606,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120606,Coincidencia exacta y única por nombre
761.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2255709.0,,PROYECTO DE INVERSION,"INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE MAJONTONI, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,2251659,3541,0,0.0,210000.0,2023306.0,14812.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
762.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2260863.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA COMUNIDAD NATIVA DE VALLE SAMARIA, DISTRITO MAZAMARI, PROVINCIA SATIPO, DEPARTAMENTO DE JUNIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,1548962,123665,1006552,78000.0,269459.0,1077838.0,0.0,Cartera_260824-123814.xlsx,,120604,120604,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: MAZAMARI"
763.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2251333.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO CACHINGARANI , DISTRITO DE PANGOA - SATIPO - JUNIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3393746,50666,20000,20000.0,1109094.0,2044298.0,169688.0,Cartera_260824-123814.xlsx,120606,,120606,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120606,Coincidencia exacta y única por nombre
764.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2412108.0,94.0,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE LIBERTAD DE CHOROYACU DEL DISTRITO DE NAUTA - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,1508555,144779,0,424497.0,100000.0,610532.0,228747.0,Cartera_260824-123814.xlsx,160301,,160301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160301,Coincidencia exacta y única por nombre
765.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2266404.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO TOPARPA , DISTRITO DE TAMBO GRANDE - PIURA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4674814,21694,0,0.0,525455.0,1503120.0,2624545.0,Cartera_260824-123814.xlsx,200114,,200114,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200114,Coincidencia exacta y única por nombre
